Manufacturer,Engine size,Fuel type,Mileage,Price
2,2.4,2,117122,12179
1,1.4,0,75128,14654
1,1.6,0,108995,10762
1,1.8,0,39923,22247
3,2.2,1,82763,24530
4,1.6,1,260557,917
4,1.8,2,78775,13084
0,2.0,2,206258,2249
4,2.0,1,271320,1479
1,1.4,2,208104,1052
0,3.0,2,127130,7468
3,1.2,1,122609,7740
4,1.4,2,140870,1610
3,1.0,1,85758,12890
0,4.0,2,29973,82135
0,4.4,2,297999,2111
1,1.2,2,257089,430
1,2.0,0,221849,4105
1,2.0,0,14969,43489
1,1.4,2,99417,4202
1,1.0,2,84337,8556
3,1.0,2,14996,21875
4,2.0,0,17324,36068
0,5.0,2,49770,99633
1,1.4,1,49558,7778
4,1.6,0,192108,2772
3,2.4,1,202796,1850
4,1.0,2,52728,6990
4,1.2,1,168963,3069
0,2.4,2,228896,2149
3,1.4,1,98843,4800
4,2.0,2,195906,2618
3,1.2,1,17000,4115
1,1.6,0,202193,2769
3,1.8,1,143865,3584
4,2.0,2,57842,16313
2,2.2,2,33681,75392
1,1.6,0,28742,13136
1,1.0,0,168251,1550
1,1.6,0,344865,324
1,2.0,2,92700,11405
1,2.0,0,254287,919
4,1.8,0,135246,2966
4,1.6,2,224160,603
3,2.4,1,109859,12354
1,1.4,2,10723,27931
1,1.0,2,127329,5444
3,1.0,2,118788,5306
3,1.8,1,155496,4863
4,1.6,2,192186,1109
1,1.0,2,60660,6921
4,2.0,2,166866,3918
4,1.8,0,80451,16926
4,1.6,0,202740,2067
2,3.5,2,25615,130033
4,1.8,2,176449,2406
2,2.6,2,5071,143033
1,1.0,2,33997,20161
4,1.8,0,43723,29992
3,1.0,1,31595,25468
3,1.8,1,35676,14427
1,1.6,2,74472,4869
1,1.6,2,293339,625
4,1.8,1,179344,2817
0,2.4,2,236049,950
1,1.2,2,73872,9695
0,3.0,2,145804,4530
3,2.2,1,158353,8057
3,1.4,1,56228,13377
1,1.6,0,86662,8485
0,2.4,2,226492,1799
4,1.4,0,97521,12373
1,1.8,0,60184,22408
4,1.4,2,46928,21187
0,4.0,2,93810,34039
3,2.4,2,196021,2441
1,1.0,2,102319,6582
1,1.0,2,52366,10886
4,2.0,0,121250,8871
4,1.6,2,195321,2266
4,2.0,2,128287,6004
3,1.4,1,100426,12843
1,1.4,2,167103,1035
3,2.2,1,128633,3767
4,2.0,2,66206,19598
1,1.0,2,26840,25660
3,1.8,1,91688,19491
4,2.0,2,5821,23560
2,3.5,2,208259,10631
4,1.0,2,33410,15306
1,1.8,0,191733,2792
0,2.2,2,66277,25254
4,1.4,0,76190,10097
3,1.4,2,196721,1692
3,2.2,1,28810,48228
4,1.2,2,125538,5079
1,2.0,0,151949,6151
1,2.0,2,213524,2183
1,1.6,1,139406,8581
2,4.0,2,90474,18556
3,1.0,2,217607,973
1,1.6,2,133576,4394
1,2.0,0,19659,32472
1,1.0,2,48869,7458
1,1.4,0,67863,16447
0,5.0,2,76754,52387
1,1.8,2,70107,9066
4,2.0,2,210040,1594
3,1.2,1,18095,28278
3,1.2,1,6545,39254
0,5.0,2,208522,4214
4,1.8,2,111712,7903
1,1.4,2,195685,1291
1,2.0,2,176358,2025
3,1.0,1,80278,11720
1,1.4,0,41964,5461
2,2.6,2,151457,11434
2,3.5,2,128271,13062
4,1.2,2,106718,6698
2,2.0,2,18978,54090
2,4.0,2,217039,5402
3,1.4,1,46055,22635
3,1.2,2,160296,1028
3,1.4,1,238330,1951
1,1.8,0,118064,5119
1,1.6,0,55902,17778
0,2.0,2,183921,2394
3,1.4,2,111198,5821
4,1.8,2,343007,289
3,1.8,1,153031,5105
2,3.0,2,94587,28432
4,1.4,0,99962,7130
3,1.4,1,273537,722
4,2.0,2,56054,22375
3,1.2,2,63891,10499
3,1.4,1,82394,12011
0,2.2,2,106516,15582
3,2.2,1,112865,12361
1,1.4,2,9426,12636
1,1.0,2,16421,16407
0,3.0,2,277582,1077
4,1.6,0,165322,2186
1,1.6,1,72319,8764
3,2.2,1,186593,4856
4,1.0,2,141924,3921
4,1.6,2,72582,11261
3,1.4,2,122935,4076
2,2.4,2,4624,78086
1,2.0,2,72923,8773
4,1.4,2,29100,21215
1,1.0,2,82847,8321
4,1.0,2,232608,576
0,2.0,0,63496,22135
3,1.0,1,63292,10802
0,2.2,2,135774,2869
4,1.6,2,24772,24140
4,1.6,0,59344,12316
3,1.8,1,114828,9641
0,4.0,2,66966,50043
4,1.6,2,59106,16537
1,2.0,0,90439,4786
3,2.2,1,93525,15238
1,1.4,2,17313,34217
1,1.4,2,239653,712
1,1.6,0,117158,8284
1,1.4,1,141368,5997
0,5.0,2,293380,1474
4,2.0,0,133711,7043
3,1.2,1,237606,933
4,1.8,0,112138,5292
3,1.2,1,199030,1508
4,1.6,0,214300,2089
0,2.0,2,115294,11185
1,1.4,2,31287,33821
3,1.4,1,192574,2396
1,2.0,0,82540,14567
3,2.2,1,84961,27602
4,1.4,0,57648,19853
2,3.5,2,84606,11345
2,3.0,2,44761,77091
3,1.2,2,256473,438
4,2.0,2,183377,2607
2,2.0,2,139400,5478
0,2.4,2,12444,53292
1,1.2,2,149528,1447
3,1.4,2,30382,22227
3,1.0,2,30889,17523
3,2.4,1,178115,6664
4,1.8,2,192087,1721
1,1.0,2,29886,12112
3,1.4,1,30663,30297
4,2.0,2,26914,25675
4,1.6,2,124215,1504
1,2.0,0,108781,3880
1,2.0,2,128078,5484
3,2.0,1,43904,44966
3,2.4,2,284839,1414
1,1.0,2,57080,11734
1,1.8,0,188499,3540
1,1.4,1,140646,7367
3,1.4,1,21161,34170
3,1.4,2,131933,4341
3,2.4,1,248796,2540
1,1.4,2,35120,30941
3,1.8,1,113594,17732
3,1.8,1,91064,11165
4,1.4,0,60291,23840
1,1.2,2,185312,1951
3,2.2,1,174589,4408
4,2.0,0,125042,11247
3,1.4,1,67268,15143
3,1.4,1,32161,24697
1,1.8,1,152700,5077
1,1.8,0,39360,31440
0,5.0,2,27239,87259
3,1.4,1,109136,5434
2,2.6,2,29307,96048
3,1.2,2,196945,1368
3,1.0,1,78865,9103
3,2.2,1,16533,67418
1,1.2,0,86587,8723
1,1.2,2,138699,3516
3,1.4,1,24797,40899
3,1.4,1,148898,3258
1,1.8,0,242305,1659
1,1.0,2,41740,20583
4,2.0,2,43749,15590
1,1.4,2,16418,25347
4,1.4,0,22035,36649
1,1.8,0,42690,30817
3,1.4,2,33011,19159
3,2.4,1,144336,8831
3,1.4,1,138453,6874
3,1.0,1,35982,16712
3,2.2,2,185133,3139
3,2.0,1,81919,20589
0,2.0,2,292606,777
1,1.4,2,107303,3036
3,1.8,1,196835,2693
3,1.0,1,103766,8671
0,3.0,0,236569,3226
2,3.5,2,16016,137107
4,1.6,2,165766,2556
2,2.4,2,136494,8020
4,1.4,0,182030,1627
1,1.2,2,193384,998
1,1.6,1,84048,12064
1,2.0,0,199883,1963
4,2.0,2,177185,1930
3,1.4,2,30723,20753
4,1.4,2,91330,8905
1,1.6,1,25336,38923
0,5.0,2,82222,22668
4,1.4,2,160404,1467
3,2.0,1,124136,13205
4,1.4,0,74327,3838
4,1.4,2,114058,7533
0,2.0,2,103718,6376
0,2.4,2,184507,3641
1,2.0,2,23748,26459
4,1.0,2,23809,19748
4,1.2,0,76877,8704
4,1.6,2,42338,15033
0,4.0,2,34936,74656
1,1.4,2,23502,25098
1,2.0,0,241460,1182
3,1.0,1,71356,5620
4,1.4,2,54420,15486
3,1.2,1,133289,3419
4,1.6,0,163299,3791
0,4.4,2,77377,26855
2,3.5,2,210972,9708
1,1.8,2,127802,7778
3,1.4,1,184888,3129
1,1.2,2,84813,7361
4,1.6,0,72515,15759
1,1.4,0,148376,5299
1,1.0,0,73232,12660
4,2.0,2,85791,9412
1,1.0,2,69279,8539
4,1.4,0,271986,721
1,1.8,0,140343,4911
1,2.0,0,133732,7616
3,1.4,1,52086,28468
3,1.0,2,227469,1517
3,1.2,1,32583,19962
3,2.0,1,298312,748
0,2.2,2,28964,29736
4,1.4,0,80705,9344
3,1.0,2,62922,9645
4,1.4,0,145808,2746
0,2.0,2,249377,1246
4,2.0,2,126454,7102
4,1.8,0,117669,7082
1,2.0,0,62976,15692
4,1.6,2,120898,3212
1,1.4,2,153134,1802
0,4.4,2,183475,7851
3,1.4,1,36461,25744
4,2.0,2,149613,1742
1,1.6,0,38764,12390
0,2.4,0,162189,2847
3,1.0,1,60404,10253
3,2.4,1,103232,19362
3,1.8,1,16258,53449
1,1.4,0,94048,6165
1,1.0,2,157914,2247
4,1.6,0,206056,2007
3,1.2,2,127007,4466
3,1.2,2,136312,3178
1,2.0,2,121028,3632
4,1.8,0,100110,6612
1,1.4,2,91692,7574
4,1.4,0,195667,1474
1,1.0,0,97217,6710
3,1.8,1,214573,3004
1,1.4,0,215520,1995
3,1.8,1,15644,35947
3,1.8,1,131000,11107
3,2.0,1,129322,10382
1,2.0,2,26572,38850
3,1.0,2,145212,1935
4,1.2,2,150165,1382
1,1.2,2,16500,12043
0,2.4,0,28649,44787
4,2.0,2,202095,1225
3,1.8,1,41135,40581
0,4.4,2,45287,84090
4,1.6,2,66246,17882
4,1.2,2,36271,17625
3,1.0,1,215335,2311
3,2.4,2,141784,8030
4,1.6,0,151575,3420
4,2.0,0,201008,1349
3,1.4,1,266923,1142
1,1.8,0,32647,17951
3,1.2,2,103450,2245
3,1.0,1,206502,1128
1,1.8,2,143393,2702
1,1.0,0,202325,1675
1,2.0,2,91651,8801
4,1.6,2,30879,14078
3,1.8,1,154306,7326
4,1.6,2,80728,15891
0,2.4,2,277013,1377
4,1.2,2,76882,5719
3,2.0,1,159059,5472
3,2.0,2,133822,6396
1,1.8,0,96508,15286
1,1.4,2,220232,908
4,2.0,0,116300,6602
2,4.0,0,171100,7416
1,1.4,2,67398,13357
4,1.4,0,117687,3838
1,1.6,0,138312,2951
3,1.0,1,143942,4276
3,1.8,1,107862,7565
4,1.6,2,191158,1684
1,1.4,0,145848,1808
1,1.6,0,97662,10240
1,1.4,1,104567,5190
1,1.4,0,188129,2903
3,1.4,2,100957,4811
4,1.4,2,116255,7198
1,1.2,2,186799,1291
4,1.8,0,108565,9906
3,1.4,1,142260,2996
3,1.4,2,84632,7061
0,4.4,2,179875,8656
1,1.6,0,47409,24480
1,1.4,2,88544,7528
3,1.0,1,152689,6323
1,1.0,2,240365,1019
4,1.8,2,73959,15765
3,1.8,1,118799,8185
4,2.0,2,103532,6108
1,1.4,2,121282,6315
1,1.2,2,51553,9813
1,1.2,2,239258,1055
1,1.2,2,344848,199
3,1.4,2,71950,13130
4,2.0,2,98626,10098
4,1.6,0,78657,9478
0,5.0,2,24814,123459
0,5.0,2,82071,50503
0,4.4,2,190714,11000
0,3.0,0,160639,10016
3,2.2,1,59243,14744
1,1.6,0,246137,1614
4,1.4,0,75318,6947
4,1.8,2,60049,16939
1,2.0,2,16189,43983
4,2.0,2,273314,834
3,1.4,2,20003,25188
1,1.8,2,86945,9774
1,1.8,0,128287,4424
4,1.4,2,26346,23036
3,1.8,2,21354,52908
4,1.2,2,208686,837
1,1.6,0,78404,11733
2,2.0,2,182372,3352
1,1.6,0,54440,15704
1,1.0,2,38245,12686
1,1.0,0,98140,7125
0,4.4,2,105680,21943
0,5.0,2,205490,7888
4,1.8,2,65079,12556
1,1.8,2,44307,29063
1,1.4,2,59485,9428
1,1.8,0,173144,3277
3,1.4,2,20684,28673
1,1.0,2,212346,1314
4,1.8,0,253325,973
4,1.0,2,193458,1491
1,1.8,2,145212,3476
3,1.4,2,107183,3080
4,1.4,2,162457,1541
4,1.6,2,23400,29713
1,1.0,2,63296,2860
1,1.0,2,34408,9298
1,1.4,0,94275,10493
3,1.8,2,34145,15838
0,2.0,2,5046,58818
4,1.0,2,277988,331
4,1.6,0,122180,6450
3,1.4,2,168499,3220
4,1.4,2,33923,20046
4,1.4,0,78406,12984
2,2.4,2,26038,46644
1,1.6,2,112974,6729
3,1.0,2,197434,1089
3,1.4,1,78673,19568
4,2.0,0,190579,1724
1,1.6,0,46461,30075
1,1.4,0,224569,883
1,1.2,2,40531,16743
3,2.0,1,169048,5751
2,2.4,2,109064,11328
4,2.0,0,173781,4064
4,1.8,2,23657,39221
3,1.0,1,115291,6512
3,1.0,1,11574,39711
2,3.5,2,108289,15220
4,1.4,0,99711,8725
4,1.4,2,142978,2622
0,4.0,2,51300,42395
0,2.0,2,66648,18397
1,1.2,2,172649,1458
2,2.0,2,91341,24511
4,2.0,2,14249,31458
3,1.2,2,200892,947
0,5.0,2,191340,4013
0,4.4,2,123248,19206
4,2.0,0,50121,8564
0,4.4,2,179812,7091
4,1.4,0,70458,18256
2,3.5,2,234928,3761
1,1.4,2,120282,5210
0,4.0,2,46755,60859
4,1.4,2,19862,16627
1,1.6,2,91299,10304
4,1.4,2,59884,14399
4,1.6,2,72902,10034
1,1.0,2,286577,415
4,1.8,2,34952,10359
3,2.2,1,67314,23843
3,1.0,1,18523,22539
1,1.4,0,57727,15519
3,1.4,1,38839,30871
2,3.5,2,123589,16570
4,1.4,0,52003,9061
3,2.0,1,29005,59970
1,1.0,2,215739,1043
0,2.0,2,259074,1138
1,1.8,2,59401,20251
4,1.4,0,204197,662
1,1.0,2,216488,569
3,1.8,1,117825,4116
1,2.0,2,261729,771
4,1.2,2,47545,15998
0,3.0,0,70086,29656
4,1.8,0,145457,4357
4,2.0,2,20110,30473
4,1.0,0,129951,2840
4,1.4,2,133625,3020
3,2.0,2,148838,6923
0,5.0,2,138777,19366
3,2.4,1,9708,68314
1,1.4,2,40866,4624
1,1.0,2,32148,17166
1,1.4,2,287138,428
3,1.4,2,149944,3514
4,1.8,2,6373,39459
1,1.6,1,95040,2968
1,1.8,0,21470,39457
0,3.0,0,91235,14062
1,1.8,2,156107,6620
1,1.2,2,87921,4516
1,2.0,0,130974,3738
4,1.0,2,194983,1376
4,2.0,0,147937,5877
3,2.4,1,120932,7613
4,1.0,2,127554,2412
3,2.2,1,199804,2713
4,1.6,2,87887,7472
3,2.2,1,131707,9353
4,1.4,0,371762,264
1,1.6,0,290778,673
4,1.6,0,57933,24207
4,2.0,2,198406,1036
1,1.8,2,24006,23234
2,2.0,2,17000,7399
0,2.2,2,191989,3267
3,1.0,1,44656,23567
4,1.4,0,43458,9746
1,1.0,2,99846,4941
4,1.4,2,205167,1546
4,1.0,2,84578,6908
1,1.4,0,138339,2582
4,1.8,2,64384,16468
3,1.0,1,112157,7620
1,1.0,1,129456,3174
3,1.4,2,114470,6489
1,1.4,2,137454,1675
4,1.8,2,91069,6722
4,1.6,2,107756,12489
4,1.6,1,205481,1850
3,1.4,1,85225,12534
1,1.2,1,39606,17681
1,1.4,2,127330,2606
3,1.0,2,178889,1119
3,2.2,2,115750,3963
4,1.2,2,121692,1801
3,2.4,2,229164,2896
1,1.2,2,115654,5142
3,1.8,1,98303,5816
1,1.0,2,241136,947
3,1.8,1,132296,9998
3,1.4,1,48111,31193
4,1.6,2,137231,1967
1,2.0,0,114612,8340
4,2.0,0,142327,4407
1,1.8,1,81109,10095
4,2.0,0,106761,8665
1,1.0,2,152119,3078
4,1.8,0,155034,2526
3,1.8,1,132870,4184
0,3.0,2,61339,29919
0,2.4,2,184234,1753
4,1.4,2,115425,7743
1,1.4,2,63236,13728
1,1.8,2,15612,39157
3,1.4,1,165877,2477
0,2.0,2,79703,18006
4,1.6,0,176456,2274
1,1.6,2,199221,1574
2,2.6,0,150731,9888
4,1.2,2,178408,2596
1,1.8,0,63108,20569
1,1.4,2,86307,6693
1,1.4,0,240690,667
3,1.8,1,23840,46624
3,1.0,1,240460,830
1,1.8,0,202468,2224
3,1.0,1,205959,2871
1,1.4,2,106494,3876
1,1.6,2,83482,4005
0,2.4,2,4915,60317
1,1.0,2,155395,2912
0,3.0,2,30613,38607
3,1.8,1,112413,5238
3,1.0,2,74884,8333
4,2.0,2,190389,1658
1,1.4,1,122792,5166
1,1.8,0,198686,1882
3,2.0,1,163996,5251
4,1.8,0,133506,3436
4,1.6,2,29259,12915
2,2.2,2,12011,103893
1,1.4,2,48685,16098
2,4.0,2,239106,2676
4,1.6,2,159253,1809
1,1.6,2,178454,2302
3,1.8,1,178273,5242
4,2.0,0,138869,7226
4,1.6,2,29614,22613
4,1.8,0,123822,4528
3,1.2,1,97630,11402
0,3.0,0,88368,17529
3,1.4,2,123351,3112
4,1.6,2,67677,12439
4,1.4,2,269090,414
2,3.5,0,83442,14668
1,2.0,2,58035,16494
1,1.0,2,10500,6659
1,1.0,2,83796,6768
1,1.8,0,45829,24753
4,1.4,2,31325,24857
4,2.0,2,125096,6580
4,1.8,1,121611,7696
3,2.2,1,57406,35492
0,2.2,2,147950,3630
4,1.6,2,222634,975
1,1.0,1,55390,13700
1,2.0,0,301347,483
3,2.0,1,185640,3129
3,1.4,1,74177,16520
4,2.0,2,132089,3079
3,1.8,1,153314,6047
1,1.4,2,142890,3569
1,1.8,0,106264,11650
4,2.0,2,307772,493
4,1.4,0,289646,534
0,2.0,2,55662,22573
1,1.6,1,232243,1716
3,1.2,1,31556,26218
2,2.0,2,59736,28428
4,1.4,2,205849,2145
4,1.2,2,44228,7842
3,1.8,1,278075,598
2,2.4,2,83481,11930
1,1.2,2,68236,13145
4,1.6,0,18626,30577
1,2.0,2,194895,2088
1,1.8,2,114982,2739
4,2.0,0,210531,3218
4,1.2,0,97150,8066
1,1.4,2,131096,1937
1,1.0,2,123113,2600
3,1.8,1,133913,3178
1,2.0,2,63834,25333
4,1.6,2,188161,1512
4,2.0,0,150754,4399
2,2.4,2,131527,9532
0,2.4,2,6668,63896
4,2.0,0,133593,6223
1,2.0,0,30520,32355
4,1.0,2,134735,2132
0,5.0,2,167840,5996
1,2.0,2,48270,25928
1,1.0,2,135936,5437
4,1.2,0,70494,11866
1,1.6,2,177682,3489
1,1.2,2,54785,7365
0,2.4,0,12329,45841
1,1.0,2,134997,2631
3,2.4,1,10162,83241
3,2.0,1,120842,4361
3,1.2,2,51518,13882
1,1.6,2,43353,12383
3,1.4,1,193962,1821
4,1.6,2,270803,694
1,1.8,2,336739,437
3,1.0,1,55429,22038
3,2.0,1,148540,6818
4,1.6,2,33293,16956
1,1.0,2,83052,8882
1,1.8,0,98005,12379
1,2.0,2,35583,26426
3,1.8,1,45088,38517
3,2.2,1,22673,57048
0,4.4,2,8968,64795
3,1.4,2,196455,871
0,5.0,2,75406,69028
2,3.0,2,65307,63310
1,1.0,2,248279,948
4,1.6,0,126330,4385
3,1.4,1,58982,10067
4,2.0,2,92366,11293
3,1.0,1,176604,1903
1,1.6,0,100798,10008
0,2.4,2,34795,31529
4,1.8,0,106498,6743
3,1.0,2,33674,14116
4,1.8,0,177453,1713
1,2.0,1,185596,2245
3,1.0,1,93570,12194
3,1.0,1,59061,5700
0,2.4,2,83097,5078
4,2.0,2,151494,3217
1,1.2,2,169486,2234
3,2.4,1,104616,13732
4,1.6,2,48576,13537
3,1.8,1,258529,1440
2,4.0,2,10312,108416
1,1.0,2,155581,2291
1,1.8,0,44509,28253
4,1.6,0,133333,1903
2,2.6,2,143603,10667
3,1.4,1,97990,10013
1,1.8,0,73298,9318
3,2.0,1,135320,5809
4,2.0,0,155924,1736
1,1.4,2,34112,15380
4,1.6,2,74305,8774
3,1.4,1,233219,1559
3,1.0,1,12284,28347
0,5.0,2,34862,89261
3,1.0,1,146274,2461
4,2.0,0,194875,2477
0,2.4,0,136512,3073
1,1.8,0,38766,31552
0,5.0,2,44805,64419
3,1.2,1,32239,20002
0,4.4,2,83702,61156
1,1.8,0,101889,12033
1,1.2,2,46300,17282
4,2.0,0,99767,16624
0,4.0,2,22759,97758
4,1.4,0,101907,6576
4,1.2,0,129459,3962
4,1.6,2,50770,14274
1,1.4,0,42017,28904
4,1.4,2,132961,3469
3,1.4,1,16348,45803
3,1.4,1,4674,55652
3,1.4,2,29265,23912
1,1.8,0,35380,34096
1,1.8,0,16626,33172
3,1.0,1,92775,5890
3,1.2,2,112404,4996
2,2.2,2,160971,10378
4,1.6,2,20469,27202
4,1.2,2,33527,11231
4,1.4,0,126488,6984
1,1.2,2,305950,290
4,2.0,2,92049,5436
4,1.8,0,171268,4296
1,1.4,2,77195,4600
0,3.0,0,78661,34177
3,1.8,1,161316,4055
1,1.6,2,145001,4286
2,2.4,2,252380,2395
4,1.6,0,83163,17894
1,1.6,0,102852,10635
3,1.4,1,37467,27356
4,2.0,2,237751,1230
1,1.8,0,10330,44790
3,1.0,1,302522,354
1,2.0,0,73884,10362
0,3.0,2,72218,15556
0,2.2,2,189898,3113
4,1.6,2,29780,30634
1,1.2,2,82499,7997
0,2.0,2,227215,1312
4,1.6,2,113034,9827
1,1.6,2,120811,5190
4,1.8,2,63259,17733
4,1.4,0,24879,33745
1,1.2,2,140037,3044
3,1.4,1,60005,14919
1,2.0,0,230061,1402
1,1.4,0,24229,32057
1,1.0,2,129025,5742
4,2.0,2,181234,1795
4,1.8,0,334190,735
3,2.4,1,89014,17569
3,2.2,1,24724,64441
3,1.8,1,139810,14453
1,2.0,2,100786,11393
4,2.0,0,60524,14316
1,1.0,2,205148,1455
3,1.8,1,84621,16775
1,1.8,0,133849,7219
1,1.8,0,62993,22003
2,4.0,2,52083,42210
1,2.0,0,39734,28675
2,2.0,2,189596,2946
0,2.4,2,243074,1353
2,2.0,2,119688,10902
0,5.0,2,33166,103008
0,2.4,0,37033,45597
3,2.4,2,34379,40646
4,1.8,2,7210,41997
4,1.4,0,186708,1704
3,2.0,2,48652,34048
3,1.0,1,54508,23695
1,1.6,1,46571,20150
1,1.0,2,90004,4962
2,2.2,2,48158,69111
1,1.2,2,17781,24900
1,2.0,0,123353,5228
2,2.6,0,33693,54037
4,2.0,0,81948,11073
1,2.0,2,140131,3817
0,4.4,2,222601,4256
1,1.4,0,173120,2890
2,2.6,0,145023,11072
3,1.2,2,84859,10408
4,1.8,2,134744,3176
1,1.8,2,71503,15311
0,2.4,0,127312,8982
3,1.4,1,98507,5475
4,1.6,2,298203,573
3,1.4,1,34625,27818
3,1.4,2,20363,26872
0,2.4,2,66176,24692
4,1.8,2,240990,1479
4,2.0,0,54864,11601
4,1.4,2,141827,3112
1,1.0,2,66424,7616
3,1.0,1,72073,8344
2,4.0,2,57977,36875
2,2.6,2,94440,24753
4,1.6,2,117398,2863
3,2.0,1,40733,45836
1,1.0,2,36279,22730
1,1.8,0,138623,4358
3,2.2,1,89980,10476
4,1.8,0,243621,1516
4,1.2,2,90389,10529
3,1.8,1,36689,37898
4,2.0,0,149242,6961
1,1.8,2,92319,3991
1,1.4,1,50306,17890
3,2.4,2,145425,6384
4,1.4,2,32159,32955
3,2.0,1,51939,25102
0,4.4,2,302861,1182
1,2.0,2,122461,6546
1,1.0,2,62321,5606
1,1.4,2,115240,4267
3,1.8,1,148970,6446
4,1.8,2,222365,1077
0,2.0,0,96745,15401
1,1.6,2,87358,6159
3,1.0,1,135027,5225
4,1.8,0,229552,2251
3,1.8,1,139996,12630
0,3.0,2,12739,49584
1,1.4,2,41355,27892
4,1.0,2,59193,6708
4,1.4,0,191611,2132
4,1.2,0,80490,6084
1,1.2,2,291741,379
3,1.2,2,5417,32902
0,2.2,2,28754,44415
4,1.6,2,129115,3681
1,1.6,0,48789,17392
1,1.4,2,106066,3403
1,1.0,2,164726,1858
1,2.0,2,176355,2314
3,1.0,1,51136,10875
1,1.4,2,275414,418
1,1.6,1,81924,17245
3,2.4,1,293430,917
3,2.4,1,77919,28319
0,3.0,2,29951,48189
3,1.2,2,70457,10746
3,1.4,2,43111,12928
4,1.4,0,155257,6909
4,1.6,0,184189,1524
1,1.4,0,101073,9429
4,1.2,2,100290,5918
4,1.2,2,81883,7711
1,1.6,0,142484,3726
1,1.6,0,162612,5755
4,1.2,2,152293,2646
3,1.4,1,72508,19091
3,2.0,1,32617,30155
1,1.6,0,22315,30314
1,1.4,2,315674,316
2,4.0,2,94116,9575
3,1.0,1,15005,27938
2,2.6,2,214105,6232
1,1.8,1,153803,2583
0,2.4,2,107570,6350
4,1.4,0,162714,2108
3,1.2,2,81452,2809
4,1.4,0,27570,31092
1,1.2,2,110103,3362
3,1.4,1,77408,6355
3,2.0,2,85720,17860
3,1.4,2,18537,27142
1,2.0,0,50641,11276
4,2.0,2,6000,21396
1,1.4,0,16436,35769
3,1.8,1,154940,2053
4,1.4,2,224691,814
4,2.0,0,198540,1964
2,3.5,2,3484,105060
1,1.6,2,60644,17718
4,1.4,0,29528,35132
1,1.0,2,67820,7546
4,2.0,2,327016,383
4,1.6,2,135655,2972
0,2.0,0,29573,46470
3,2.2,1,45462,43702
1,1.4,0,136129,2628
4,1.6,1,36838,30877
1,1.8,2,73507,17260
0,3.0,2,34953,43791
3,1.0,1,49400,21412
0,2.0,2,88240,8148
4,1.6,0,77823,13304
1,1.0,2,121131,4501
4,1.4,0,190173,2467
4,1.8,2,109944,9151
3,1.2,1,37574,14848
1,1.0,2,66022,10657
4,1.4,2,45283,16871
1,1.4,2,55162,7936
1,1.6,0,7454,48982
4,2.0,0,94331,3909
4,1.8,0,70410,15860
3,1.2,1,183547,886
2,2.2,2,71403,42625
0,5.0,2,39154,99436
2,4.0,2,154629,5991
4,1.6,0,134426,9345
1,1.6,2,226513,1019
4,1.0,2,159497,1335
1,1.0,0,38370,16257
4,1.8,2,101937,6509
1,1.4,2,129775,6082
1,1.4,2,82551,17474
1,1.4,0,55662,20343
1,1.4,2,70468,10714
3,1.4,1,122776,5572
3,1.4,1,113411,6427
3,1.4,1,53375,21722
3,2.4,1,62073,27551
1,1.0,2,113610,4460
3,1.2,2,151666,2298
1,2.0,2,62499,11377
4,1.0,2,201962,1059
1,1.4,2,56754,12528
3,1.0,2,40466,9090
0,3.0,2,134854,2763
4,1.6,2,80137,10006
4,1.0,2,199696,828
3,1.2,2,14052,25745
4,1.4,2,261526,522
4,1.4,2,54291,13564
2,2.0,2,74117,19799
4,1.4,2,174535,3010
4,1.4,2,141419,3961
0,2.0,2,70986,16721
4,1.4,2,206254,1097
3,1.8,1,46292,28181
3,1.4,1,162314,2089
4,1.0,0,75245,7736
4,2.0,2,18002,42653
3,2.4,2,199255,1817
3,2.2,1,146883,5551
3,1.8,1,68423,21408
1,1.2,2,156051,2188
4,1.0,2,88993,3675
2,3.0,2,262591,1808
1,2.0,0,143865,2583
4,1.6,2,299002,321
1,1.0,2,240349,428
3,1.2,2,187415,1590
1,1.2,2,28528,17962
1,1.6,2,72218,18756
1,1.4,2,175584,1755
4,1.6,2,131899,3125
4,2.0,0,66168,16226
4,1.6,0,49707,23377
4,1.8,0,152670,1583
0,2.4,0,136891,9516
4,1.6,0,123733,3738
4,1.8,0,92899,18939
4,1.0,2,168223,1732
1,1.8,2,106524,9781
4,1.6,2,170890,2225
4,1.8,2,73234,14525
4,1.0,2,168060,1420
0,5.0,2,18097,104908
1,1.2,2,101268,5356
3,1.8,1,143568,4691
0,4.4,2,78948,45287
4,1.4,0,146496,3335
4,1.6,2,118638,6613
3,2.0,1,28381,52671
1,1.6,2,82309,10877
1,1.8,2,66900,15788
1,1.2,2,203556,1901
1,1.8,0,121647,9074
3,1.8,2,222344,1788
1,1.0,1,154302,3086
2,4.0,2,201704,3068
2,2.2,2,144342,5001
1,1.4,0,161406,4165
4,1.8,0,149555,5148
4,1.2,2,123198,4527
4,1.6,2,109322,6392
3,2.2,1,52430,44740
2,4.0,2,155947,4539
4,1.4,0,129695,6950
1,2.0,0,125400,8692
3,1.8,1,112871,8899
2,3.0,2,76785,16517
4,1.0,2,80671,3896
4,2.0,0,43333,33874
0,3.0,2,73016,21594
3,1.8,2,51840,29624
4,2.0,0,195517,2948
1,1.8,0,166344,4239
1,2.0,0,126961,5037
3,1.0,1,226061,1836
4,2.0,2,184978,2123
