Engine size,Year of manufacture,Mileage,Manufacturer_Ford,Manufacturer_Porsche,Manufacturer_Toyota,Manufacturer_VW,Model_911,Model_Cayenne,Model_Fiesta,Model_Focus,Model_Golf,Model_M5,Model_Mondeo,Model_Passat,Model_Polo,Model_Prius,Model_RAV4,Model_X3,Model_Yaris,Model_Z4,Fuel type_Hybrid,Fuel type_Petrol,Price
2.0,2001,137020,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6004
1.0,2002,139139,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3241
2.2,2001,221229,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4085
1.8,2020,17736,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,34756
2.4,1989,192721,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2051
1.4,1996,166963,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2454
1.4,1993,160888,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1521
4.0,1997,171100,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7416
1.4,1984,238276,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,613
3.5,1999,125197,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16341
1.2,1988,178696,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1057
1.6,2005,155998,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4592
1.4,2012,84523,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,14681
1.4,2014,62412,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23323
1.0,2000,88993,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3675
2.0,2001,150156,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,7193
1.0,1990,234260,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,769
1.8,1992,227660,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1627
2.0,1992,139701,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3916
3.0,2013,61339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,29919
1.8,2018,17733,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,39806
1.4,2005,138391,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5655
2.2,2007,106025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,15892
3.5,1998,115294,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16497
1.4,1993,162457,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1541
1.4,2020,20684,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,28673
2.0,1989,126706,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3553
1.4,2005,92815,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,5906
1.0,2001,139636,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3020
4.0,1992,174163,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,6209
2.0,2001,151349,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3443
1.4,2018,30227,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,28537
1.6,2019,20922,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,37313
1.8,2014,68816,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,24833
3.0,2008,60300,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,29432
1.0,1986,388340,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,176
2.4,1991,83097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5078
1.0,2005,136287,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3590
1.2,1994,145780,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2077
1.4,1998,164874,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3099
2.0,2019,20255,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,42130
1.8,2019,23657,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,39221
1.4,2004,146751,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3559
1.2,2011,67353,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,9474
1.4,1994,182511,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2158
2.0,1996,13500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9903
1.8,2010,56636,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,21024
1.0,2004,107726,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4187
1.2,2017,15412,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,22368
2.0,2019,31715,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50347
1.8,2015,61112,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,33508
2.0,2005,34663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,16898
1.0,2012,63373,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,9490
3.0,1994,295037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1136
1.2,2003,127585,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,4159
2.0,2020,14249,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,31458
1.4,1990,224581,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,871
2.0,1993,185821,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2220
1.6,2015,80728,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,15891
1.4,1997,181389,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2543
1.2,2007,100290,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,5918
1.4,1990,303977,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,395
3.0,1995,232268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2404
2.2,2012,78012,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,27096
1.2,1993,85654,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2916
3.5,2000,72180,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17243
1.6,2003,78657,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9478
1.6,2005,43353,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,12383
2.2,2001,59243,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,14744
2.0,1995,245433,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1261
1.4,1993,197980,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2000
2.0,2002,95560,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8800
1.6,2006,126060,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,5262
1.4,2006,141261,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4252
1.2,2017,45686,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,18790
4.0,2005,133469,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,16395
1.6,2009,108995,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10762
2.6,2005,151457,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11434
1.8,2017,48884,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,23735
1.8,2017,39360,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,31440
2.0,2006,125400,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8692
2.4,2013,66176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,24692
1.8,2010,58167,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,14037
1.2,1992,133484,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1647
1.0,2003,147742,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3879
1.2,2014,39516,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,19163
1.6,1995,207865,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1975
1.0,2007,152689,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6323
1.8,1999,229552,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2251
2.4,1991,294964,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1104
2.0,2008,174141,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6733
1.6,2006,118039,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6975
1.2,2000,141829,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2626
2.4,1998,184507,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3641
1.2,2014,66436,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,11642
2.0,2019,24918,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,40799
1.4,2004,117702,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,5452
2.4,1986,277340,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,777
1.8,1995,190931,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2302
2.6,2001,165822,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11580
1.6,1992,190506,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1440
1.4,2018,36967,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,31473
2.4,2008,56202,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,18875
2.0,2019,11830,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,29811
1.2,1986,174683,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,786
1.2,2017,54859,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,21296
1.2,2021,19592,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,24655
1.4,2019,31550,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,31591
1.8,1986,202293,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1369
1.0,1994,81787,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2525
2.0,2001,129028,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6396
1.2,2019,28673,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,28494
5.0,1998,205490,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7888
1.8,2017,36689,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,37898
1.4,2012,79905,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,15160
2.4,2019,12444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,53292
2.0,1995,140682,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2516
3.0,2018,26947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,49022
2.4,1987,178645,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2440
1.6,1994,207614,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2022
1.0,2000,240365,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1019
1.0,2001,155581,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2291
1.2,2017,40531,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,16743
1.2,2006,131122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4379
2.0,1996,215631,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2004
1.8,1991,234212,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1434
1.8,1998,191733,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2792
1.2,2021,13434,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,26161
1.4,2005,84632,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7061
1.8,2013,71342,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,22843
1.4,2018,40027,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,30905
1.8,2000,35676,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,14427
1.4,2013,52635,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,12859
1.0,1999,217676,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1699
2.0,2004,130619,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7715
1.2,2013,65161,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,10983
2.0,1992,76298,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4150
1.0,1997,158308,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1760
1.2,2012,36804,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,12589
1.4,1996,145350,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2572
1.4,2003,141368,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,5997
1.2,2021,17781,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,24900
1.4,1989,171773,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1478
2.0,1997,214365,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1533
1.8,2017,33916,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,45276
2.0,2014,46986,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,25671
1.2,1990,147192,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1794
2.0,2010,46512,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,23062
1.4,1990,158084,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1476
1.8,2013,23214,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,36863
1.4,2003,142566,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3988
2.0,2020,34532,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,58082
1.6,2002,93297,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,5151
2.0,1999,131279,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3541
2.0,2004,166211,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,5294
2.0,1988,265801,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,525
4.4,2012,78292,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,51981
1.8,1991,147252,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3052
2.0,1989,263669,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1185
1.2,1998,133289,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3419
1.8,1997,91023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,8232
2.0,2006,52480,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,9901
2.0,2022,9552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,57460
1.4,2002,152196,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4495
1.0,2001,75518,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4314
1.8,2011,46292,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,28181
2.0,1993,224907,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1585
1.2,2010,37574,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,14848
1.4,1994,143966,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1962
1.6,2010,40807,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13043
1.6,2006,129468,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7956
2.4,2019,22543,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,48043
1.8,1994,176419,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2579
4.4,2012,77277,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,52343
1.8,1994,189798,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1756
1.8,2013,10308,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,27214
1.4,2018,23959,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,24642
1.6,1998,77547,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5491
2.2,1999,89980,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,10476
1.8,2003,105333,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,9415
4.0,2012,121977,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,36019
1.4,1999,235308,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2135
1.0,2010,81108,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,7565
1.4,2019,18537,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,27142
2.2,1995,178569,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,3985
1.0,2021,10853,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,27315
2.0,1995,235138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1734
2.0,2017,31163,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,27819
2.2,1995,141916,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,5406
1.4,1984,319446,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,356
1.0,2011,60311,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,10487
1.4,1989,188138,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1394
5.0,1998,190572,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,8992
1.8,2006,95624,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10894
2.0,1993,307772,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,493
1.2,2008,103123,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,6196
3.5,1993,202146,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5762
1.6,2016,47204,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,17824
3.0,1993,44791,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,17781
1.2,2002,139795,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,4239
2.0,1996,120082,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4678
4.0,2012,43043,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,62254
1.6,2018,30282,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,26733
1.8,2000,143309,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5066
1.4,1987,216526,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,629
3.0,2003,111679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,10270
2.0,1990,126347,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2397
4.4,2005,92852,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,29430
1.8,2005,104129,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,8713
1.0,2010,88166,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7560
1.2,1998,202440,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1675
1.8,1990,127906,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2674
1.2,2009,122609,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7740
1.4,2009,109403,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10036
1.6,1995,202740,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2067
1.6,2014,46758,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,26520
1.0,2007,174374,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5273
2.0,2000,201150,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4358
1.8,2007,116964,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9938
1.2,2014,19626,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,21478
1.0,2016,54508,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,23695
2.0,1997,139400,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5478
2.4,1999,229164,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,2896
2.0,2014,30481,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,19268
1.2,2004,112874,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4299
2.2,2007,133258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9719
1.0,1993,162881,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1757
1.4,2011,110423,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,10939
1.2,1997,205741,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1447
2.0,2008,149242,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6961
1.4,2017,28967,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,28062
3.0,1996,143278,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10732
1.8,1992,155065,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2579
1.8,1994,161828,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2229
1.0,2008,123093,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4864
1.2,2016,56083,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,14227
2.0,1988,180534,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2343
1.6,2010,48789,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,17392
1.2,1994,96262,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2496
1.0,2011,69279,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8539
1.0,2013,91181,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8388
1.4,2013,25267,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,17527
4.4,1996,188810,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7497
1.6,2006,100628,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,9010
1.8,2018,19251,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,44740
2.0,2010,84987,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,16172
1.2,2012,91749,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8561
1.6,1996,131625,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3653
1.2,1992,127081,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2215
1.8,1993,164207,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3031
1.0,2012,76573,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,8689
1.8,2015,44489,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,37201
2.0,2007,75629,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,10793
1.2,2008,61281,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,8284
1.4,1991,145801,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1507
1.0,2007,59342,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,10121
1.8,2018,26479,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,28977
2.4,2003,111470,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,10143
1.6,2018,21913,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,39675
1.8,2014,63259,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,17733
